Time, s; Heat flow, Watt
1592.35322352872; 3.05889887430570e-05
1592.62236716598; 3.05772437870358e-05
1595.79233114794; 3.05461708384495e-05
1598.96235273778; 3.05134690482293e-05
1602.46193873882; 3.04603445595977e-05
1611.24523221702; 3.03623122488034e-05
1618.93025799841; 3.03108058696858e-05
1628.02398249880; 3.02816730966112e-05
1632.89114974067; 3.02670490506147e-05
1642.81331172959; 3.02385913933083e-05
1662.83103014529; 2.97665358400908e-05
1675.77021242305; 2.94839379847657e-05
1695.78787323087; 2.91050541119282e-05
1716.19905776158; 2.88440024765905e-05
1729.44867927582; 2.88108753009321e-05
1749.46634005197; 2.88747960966880e-05
1769.17360348814; 2.85772433253775e-05
1782.42321676016; 2.83441394427271e-05
1800.76196079701; 2.81338029320018e-05
1823.10456733219; 2.81950498270522e-05
1866.30720200203; 2.83404054306644e-05
1907.47112107463; 2.84497798439896e-05
1925.73887644894; 2.84992740557815e-05
1968.15208178758; 2.85959251122732e-05
2015.89440931007; 2.86946905672138e-05
2038.38519803993; 2.86925285212245e-05
2076.88583333604; 2.87061624989115e-05
2097.38784865290; 2.87323574966596e-05
2135.88842642308; 2.87853663746576e-05
2173.13977534323; 2.88846702678033e-05
2204.56185890735; 2.89505250436893e-05
2243.06249427796; 2.89310049489443e-05
2285.47569961100; 2.89088502030136e-05
2318.21997957303; 2.89413968067454e-05
2340.95860613882; 2.89485315869020e-05
2379.45918395743; 2.89510547073090e-05
2416.15226390958; 2.89140433054761e-05
2454.65289935097; 2.89093278380731e-05
2476.83380733430; 2.90839552531102e-05
2513.65546837821; 2.91402665751585e-05
2563.46965366601; 2.88524837732299e-05
2583.57821119390; 2.87075279884449e-05
2622.47225497477; 2.85756964351084e-05
2660.97289040126; 2.85344899774735e-05
2694.97529585101; 2.85083863049020e-05
2733.47587351874; 2.85081030169128e-05
2755.65620716847; 2.85139535089057e-05
2794.15684252046; 2.85365811384252e-05
2841.89917002432; 2.85466113663688e-05
2862.40060274303; 2.85362194734842e-05
2900.90123812295; 2.85233507628679e-05
2942.06515711918; 2.84917929751073e-05
2960.33350340277; 2.84789434893751e-05
3002.74670879915; 2.84392566231855e-05
3050.48845368624; 2.84000507526465e-05
3072.97981665657; 2.83733261042683e-05
3111.48045208678; 2.83461724921273e-05
3131.98189305887; 2.83425105081788e-05
3166.96336681395; 2.83478939462575e-05
3220.88819726184; 2.83166536649064e-05
3239.15589495375; 2.82953653398705e-05
3281.56910035014; 2.82431204342841e-05
3316.55057410150; 2.81934971802019e-05
3351.80227427370; 2.81752025385860e-05
3377.23214978538; 2.81422239904054e-05
3414.05381079205; 2.80948089737304e-05
3445.78634100967; 2.80425962471984e-05
3492.14833835884; 2.79844201967592e-05
3508.73718533479; 2.79837001450089e-05
3559.56364536099; 2.79634220794284e-05
3595.37361418269; 2.79302424059324e-05
3617.16049750894; 2.79120100357616e-05
3656.05454139225; 2.78926429819452e-05
3694.55517670139; 2.78827251477006e-05
3729.56934011169; 2.78542863957147e-05
3768.06991786509; 2.77890526521054e-05
3790.25082590431; 2.77657135461712e-05
3828.75146124140; 2.78319545265316e-05
3876.88667227328; 2.80311730594794e-05
3896.99522969499; 2.79195271533472e-05
3935.88933116197; 2.76251619862723e-05
3974.38990890235; 2.74540472005862e-05
3999.15056452900; 2.74055628131844e-05
4037.34074484184; 2.74106023915478e-05
4073.15065616370; 2.74520449566400e-05
4107.57386109978; 2.74782787457714e-05
4146.46796254814; 2.74476008269982e-05
4163.05735020339; 2.74273911072688e-05
4216.39063944481; 2.73287944422556e-05
4254.89127476886; 2.72756748955113e-05
4277.66314967909; 2.72615091428676e-05
4316.16372733004; 2.72693036629945e-05
4351.14520111866; 2.72771200118201e-05
4386.39689283073; 2.72425728771689e-05
4424.89747058414; 2.71693375143800e-05
4459.56851335242; 2.71455567641988e-05
4480.38038539327; 2.71435311928685e-05
4535.98413253017; 2.71642380629190e-05
4543.33180402406; 2.71515395077359e-05
4582.22584778443; 2.71697145647934e-05
4629.96765031293; 2.71441688098775e-05
4652.14859060571; 2.71032670344305e-05
4690.64916834980; 2.70391234205862e-05
4729.14980366826; 2.69874318662971e-05
4760.88233387470; 2.69752086560422e-05
4805.56541449949; 2.69668987992514e-05
4822.15420379489; 2.69578317626826e-05
4863.73897179588; 2.69562639226270e-05
4899.54888299853; 2.69891387613687e-05
4933.66164872423; 2.69998128278997e-05
4969.47161746025; 2.69497585872389e-05
5007.97219526395; 2.68819028508671e-05
5040.71648338250; 2.68350345914981e-05
